"","zipcode","Population"
"1532","05450",5237
"1533","05452",21574
"1534","05454",5076
"1535","05455",1113
"1536","05456",1174
"1537","05457",1590
"1538","05458",2172
"1539","05459",2133
"1540","05461",4672
"1541","05462",1966
"1542","05463",421
"1543","05464",3330
"1544","05465",5368
"1545","05468",13786
"1546","05471",559
"1547","05472",1794
"1548","05473",1451
"1549","05474",946
"1550","05476",3384
"1551","05477",4476
"1552","05478",14845
"1553","05481",0
"1554","05482",7777
"1555","05483",1512
"1556","05485",96
"1557","05486",1717
"1558","05487",1668
"1559","05488",7752
"1560","05489",3361
"1561","05491",5750
"1562","05492",661
"1563","05494",1921
"1564","05495",10262
"1565","05602",11758
"1566","05640",155
"1567","05641",16542
"1568","05647",1053
"1569","05648",472
"1570","05649",359
"1571","05650",1248
"1572","05651",1418
"1573","05652",718
"1574","05653",601
"1575","05654",1042
"1576","05655",2940
"1577","05656",3606
"1578","05657",60
"1579","05658",1459
"1580","05660",1743
"1581","05661",5826
"1582","05663",6562
"1583","05664",188
"1584","05667",2133
"1585","05669",652
"1586","05672",4426
"1587","05673",2419
"1588","05674",1649
"1589","05675",1112
"1590","05676",4572
"1591","05677",2533
"1592","05678",239
"1593","05679",3347
"1594","05680",2233
"1595","05681",370
"1596","05682",1302
"1597","05701",19984
"1598","05730",344
"1599","05732",625
"1600","05733",5762
"1601","05734",1321
"1602","05735",4392
"1603","05736",543
"1604","05737",1021
"1605","05738",1171
"1606","05739",1390
"1607","05740",27
"1608","05742",616
"1609","05743",3837
"1610","05744",657
"1611","05747",308
"1612","05748",337
"1613","05751",675
"1614","05753",10535
"1615","05757",858
"1616","05758",630
"1617","05759",1565
"1618","05760",1088
"1619","05761",904
"1620","05762",351
"1621","05763",2574
"1622","05764",3281
"1623","05765",1713
"1624","05766",524
"1625","05767",1065
"1626","05769",1192
"1627","05770",1001
"1628","05772",640
"1629","05773",2262
"1630","05774",1016
"1631","05775",489
"1632","05776",645
"1633","05777",3414
"1634","05778",664
"1635","05819",9144
"1636","05820",498
"1637","05821",1128
"1638","05822",1516
"1639","05824",1156
"1640","05825",68
"1641","05826",895
"1642","05827",319
"1643","05828",1995
"1644","05829",1613
"1645","05830",1355
"1646","05832",902
"1647","05833",251
"1648","05836",1173
"1649","05837",281
"1650","05839",735
"1651","05841",364
"1652","05842",571
"1653","05843",2462
"1654","05845",1413
"1655","05846",1206
"1656","05847",787
"1657","05850",267
"1658","05851",6329
"1659","05853",482
"1660","05855",7046
"1661","05857",2530
"1662","05858",442
"1663","05859",1752
"1664","05860",2803
"1665","05862",307
"1666","05866",630
"1667","05867",935
"1668","05868",303
"1669","05871",1464
"1670","05872",848
"1671","05873",606
"1672","05874",604
"1673","05875",359
"1674","05901",10
"1675","05902",193
"1676","05903",784
"1677","05904",249
"1678","05905",736
"1679","05906",1402
"1680","05907",127
"1681","06001",18516
"1682","06002",21022
"1683","06010",60218
"1684","06013",9659
"1685","06016",6889
"1686","06018",2782
"1687","06019",10148
"1688","06020",0
"1689","06021",383
"1690","06022",140
"1691","06023",1558
"1692","06024",460
"1693","06026",5304
"1694","06027",1451
"1695","06029",16125
"1696","06031",1344
"1697","06032",17678
"1698","06033",28698
"1699","06035",7865
"1700","06037",18926
"1701","06039",2138
"1702","06040",34661
"1703","06042",23144
"1704","06043",4911
"1705","06051",30231
"1706","06052",8142
"1707","06053",34452
"1708","06057",6201
"1709","06058",1653
"1710","06059",0
"1711","06060",2691
"1712","06061",367
"1713","06062",17619
"1714","06063",3351
"1715","06065",660
"1716","06066",29277
"1717","06067",20168
"1718","06068",1386
"1719","06069",2342
"1720","06070",15734
"1721","06071",11171
"1722","06073",5830
"1723","06074",25898
"1724","06076",12571
"1725","06078",12282
"1726","06081",1547
"1727","06082",44143
"1728","06084",14713
"1729","06085",7362
"1730","06088",4556
"1731","06089",3100
"1732","06090",835
"1733","06091",60
"1734","06092",4493
"1735","06093",3406
"1736","06095",28894
"1737","06096",12671
"1738","06098",11962
"1739","06103",1878
"1740","06105",18909
"1741","06106",38378
"1742","06107",19104
"1743","06108",24474
"1744","06109",26171
"1745","06110",12733
"1746","06111",30234
"1747","06112",21094
"1748","06114",28362
"1749","06117",16350
"1750","06118",25834
"1751","06119",15236
"1752","06120",14223
"1753","06160",0
"1754","06226",19431
"1755","06231",3907
"1756","06232",3203
"1757","06234",8253
"1758","06235",2472
"1759","06237",5444
"1760","06238",12406
"1761","06239",11169
"1762","06241",6386
"1763","06242",1264
"1764","06243",171
"1765","06247",2686
"1766","06248",5605
"1767","06249",7215
"1768","06250",4706
"1769","06254",1778
"1770","06255",4357
"1771","06256",2245
"1772","06259",4471
"1773","06260",9353
"1774","06262",812
"1775","06263",302
"1776","06264",108
"1777","06266",562
"1778","06268",10420
"1779","06269",10296
"1780","06277",4099
"1781","06278",4363
"1782","06279",5893
"1783","06280",3055
"1784","06281",6897
"1785","06282",1030
"1786","06320",26999
"1787","06330",3220
"1788","06331",5069
"1789","06332",587
"1790","06333",7176
"1791","06334",2508
"1792","06335",6203
"1793","06336",129
"1794","06339",8449
"1795","06340",30403
"1796","06350",47
"1797","06351",15877
"1798","06353",107
"1799","06354",6167
"1800","06355",12628
"1801","06357",11548
"1802","06359",5332
"1803","06360",36396
"1804","06365",4657
"1805","06370",6669
"1806","06371",9686
"1807","06373",181
"1808","06374",7250
"1809","06375",3630
"1810","06376",209
"1811","06377",2969
"1812","06378",5594
"1813","06379",8645
"1814","06380",2816
"1815","06382",12021
"1816","06384",2833
"1817","06385",15310
"1818","06387",605
"1819","06389",0
"1820","06390",125
"1821","06401",18725
"1822","06403",6168
"1823","06405",27711
"1824","06409",860
"1825","06410",29050
"1826","06412",4234
"1827","06413",12928
"1828","06414",134
"1829","06415",16611
"1830","06416",13910
"1831","06417",4480
"1832","06418",12562
"1833","06419",6392
"1834","06420",4192
"1835","06422",7221
"1836","06423",5374
"1837","06424",12744
"1838","06426",3401
"1839","06437",22216
"1840","06438",2906
"1841","06441",5011
"1842","06442",2343
"1843","06443",18113
"1844","06444",241
"1845","06447",6368
"1846","06450",35215
"1847","06451",24522
"1848","06455",3077
"1849","06456",259
"1850","06457",46511
"1851","06460",38959
"1852","06461",15369
"1853","06467",385
"1854","06468",19546
"1855","06469",2802
"1856","06470",16571
"1857","06471",7600
"1858","06472",6900
"1859","06473",24108
"1860","06475",10090
"1861","06477",13934
"1862","06478",13086
"1863","06479",9572
"1864","06480",9322
"1865","06481",1304
"1866","06482",11251
"1867","06483",16508
"1868","06484",41141
"1869","06488",19681
"1870","06489",33522
"1871","06492",44693
"1872","06498",6919
"1873","06510",2576
"1874","06511",53707
"1875","06512",28444
"1876","06513",40037
"1877","06514",27534
"1878","06515",18344
"1879","06516",54763
"1880","06517",14313
"1881","06518",19024
"1882","06519",15690
"1883","06524",5513
"1884","06525",8827
"1885","06604",27152
"1886","06605",24635
"1887","06606",47422
"1888","06607",8995
"1889","06608",14263
"1890","06610",23172
"1891","06611",35990
"1892","06612",7529
"1893","06614",33299
"1894","06615",18821
"1895","06702",3080
"1896","06704",25136
"1897","06705",25653
"1898","06706",13997
"1899","06708",29619
"1900","06710",10774
"1901","06712",9657
"1902","06716",16615
"1903","06750",1047
"1904","06751",3433
"1905","06752",1718
"1906","06754",1789
"1907","06755",900
"1908","06756",2842
"1909","06757",1974
"1910","06758",341
"1911","06759",5843
"1912","06762",7701
"1913","06763",1864
"1914","06770",31557
"1915","06776",26023
"1916","06777",1352
"1917","06778",1322
"1918","06779",7783
"1919","06782",2434
"1920","06783",2094
"1921","06784",3740
"1922","06785",776
"1923","06786",9277
"1924","06787",7758
"1925","06790",34433
"1926","06791",5456
"1927","06793",1453
"1928","06794",909
"1929","06795",13861
"1930","06796",972
"1931","06798",9562
"1932","06801",19634
"1933","06804",17292
"1934","06807",7514
"1935","06810",52548
"1936","06811",31824
"1937","06812",13955
"1938","06820",21742
"1939","06824",35349
"1940","06825",21919
"1941","06830",25036
"1942","06831",14588
"1943","06840",20276
"1944","06850",17848
"1945","06851",27118
"1946","06853",4023
"1947","06854",30855
"1948","06855",8540
"1949","06856",5
"1950","06870",7642
"1951","06877",25091
"1952","06878",8112
"1953","06880",28376
"1954","06883",10287
"1955","06890",4322
"1956","06896",9127
"1957","06897",18463
"1958","06901",7186
"1959","06902",69946
"1960","06903",13917
"1961","06905",20276
"1962","06906",9244
"1963","06907",8435
"1964","07001",17981
"1965","07002",65091
"1966","07003",49260
"1967","07004",7390
"1968","07005",14939
"1969","07006",25553
"1970","07008",23589
"1971","07009",12516
"1972","07010",25126
"1973","07011",39783
"1974","07012",12756
"1975","07013",26536
"1976","07014",5300
"1977","07016",24014
"1978","07017",36471
"1979","07018",27942
"1980","07020",12403
"1981","07021",2095
"1982","07022",14258
"1983","07023",7660
"1984","07024",37430
"1985","07026",31695
"1986","07027",4338
"1987","07028",7724
"1988","07029",19901
"1989","07030",53193
"1990","07031",15677
"1991","07032",41368
"1992","07033",8161
"1993","07034",9143
"1994","07035",10487
"1995","07036",43845
"1996","07039",29846
"1997","07040",24696
"1998","07041",6770
"1999","07042",26293
"2000","07043",12567
"2001","07044",13622
"2002","07045",10670
"2003","07046",4305
"2004","07047",61619
"2005","07050",30302
"2006","07052",47342
"2007","07054",29144
"2008","07055",70090
"2009","07057",11540
"2010","07058",5109
"2011","07059",15689
"2012","07060",45520
"2013","07062",12745
"2014","07063",13589
"2015","07064",3864
"2016","07065",29543
"2017","07066",15735
"2018","07067",18205
"2019","07068",5834
"2020","07069",6191
"2021","07070",18398
"2022","07071",22298
"2023","07072",6178
"2024","07073",9584
"2025","07074",2716
"2026","07075",8769
"2027","07076",24162
"2028","07077",2627
"2029","07078",13372
"2030","07079",16662
"2031","07080",23956
"2032","07081",17406
"2033","07082",5011
"2034","07083",55162
"2035","07086",14604
"2036","07087",68256
"2037","07088",3249
"2038","07090",29856
"2039","07092",6890
"2040","07093",63979
"2041","07094",20125
"2042","07095",19989
"2043","07102",13505
"2044","07103",32881
"2045","07104",51075
"2046","07105",52008
"2047","07106",33851
"2048","07107",37684
"2049","07108",23118
"2050","07109",36173
"2051","07110",28397
"2052","07111",54079
"2053","07112",25016
"2054","07114",12024
"2055","07201",28091
"2056","07202",41671
"2057","07203",21637
"2058","07204",13581
"2059","07205",21928
"2060","07206",26995
"2061","07208",31556
"2062","07302",46585
"2063","07304",43327
"2064","07305",64994
"2065","07306",52093
"2066","07307",41411
"2067","07310",13148
"2068","07311",352
"2069","07401",6765
"2070","07403",8009
"2071","07405",17508
"2072","07407",20059
"2073","07410",33017
"2074","07416",5523
"2075","07417",10946
"2076","07418",2367
"2077","07419",8799
"2078","07420",5148
"2079","07421",7255
"2080","07422",6450
"2081","07423",4094
"2082","07424",27030
"2083","07430",26275
"2084","07432",7244
"2085","07435",2509
"2086","07436",12972
"2087","07438",11567
"2088","07439",2327
"2089","07440",4469
"2090","07442",11029
"2091","07444",10722
"2092","07446",14892
"2093","07450",25209
"2094","07452",11780
"2095","07456",12175
"2096","07457",4197
"2097","07458",11467
"2098","07460",3398
"2099","07461",18094
"2100","07462",6189
"2101","07463",9986
"2102","07465",6716
"2103","07470",53954
"2104","07480",16439
"2105","07481",17017
"2106","07495",0
"2107","07501",32432
"2108","07502",16396
"2109","07503",17875
"2110","07504",11578
"2111","07505",2616
"2112","07506",18784
"2113","07508",22627
"2114","07512",10828
"2115","07513",12348
"2116","07514",18100
"2117","07522",20615
"2118","07524",13750
"2119","07601",44339
"2120","07603",8360
"2121","07604",12082
"2122","07605",9086
"2123","07606",2575
"2124","07607",9661
"2125","07608",102
"2126","07620",1547
"2127","07621",27373
"2128","07624",8565
"2129","07626",8699
"2130","07627",4942
"2131","07628",17624
"2132","07630",7596
"2133","07631",28271
"2134","07632",5453
"2135","07640",4753
"2136","07641",3418
"2137","07642",10317
"2138","07643",10782
"2139","07644",24430
"2140","07645",8489
"2141","07646",16545
"2142","07647",5487
"2143","07648",5812
"2144","07649",8141
"2145","07650",20604
"2146","07652",26503
"2147","07656",8795
"2148","07657",11227
"2149","07660",12922
"2150","07661",11500
"2151","07662",5597
"2152","07663",13845
"2153","07666",40458
"2154","07670",14632
"2155","07675",27024
"2156","07676",9207
"2157","07677",5832
"2158","07701",24028
"2159","07702",4086
"2160","07703",132
"2161","07704",5873
"2162","07711",1699
"2163","07712",38435
"2164","07716",8142
"2165","07717",1789
"2166","07718",7093
"2167","07719",21083
"2168","07720",4193
"2169","07721",3123
"2170","07722",10089
"2171","07723",701
"2172","07724",20920
"2173","07726",43474
"2174","07727",6806
"2175","07728",55088
"2176","07730",16769
"2177","07731",38730
"2178","07732",4868
"2179","07733",16479
"2180","07734",12984
"2181","07735",18223
"2182","07737",4032
"2183","07738",6405
"2184","07739",5844
"2185","07740",30744
"2186","07746",18233
"2187","07747",31178
"2188","07748",27190
"2189","07750",3203
"2190","07751",20149
"2191","07753",36860
"2192","07755",6028
"2193","07756",3047
"2194","07757",5593
"2195","07758",4528
"2196","07760",8704
"2197","07762",8242
"2198","07764",7908
"2199","07801",24570
"2200","07803",3530
"2201","07820",8
"2202","07821",8506
"2203","07822",878
"2204","07823",7871
"2205","07825",9570
"2206","07826",5824
"2207","07827",4051
"2208","07828",14967
"2209","07830",6813
"2210","07832",3437
"2211","07833",107
"2212","07834",17826
"2213","07836",12579
"2214","07838",2927
"2215","07840",30514
"2216","07842",95
"2217","07843",11697
"2218","07846",67
"2219","07847",1922
"2220","07848",4901
"2221","07849",9263
"2222","07850",6661
"2223","07851",61
"2224","07852",3946
"2225","07853",12915
"2226","07856",4126
"2227","07857",3203
"2228","07860",25451
"2229","07863",3703
"2230","07865",1910
"2231","07866",23003
"2232","07869",25599
"2233","07870",30
"2234","07871",20136
"2235","07874",8121
"2236","07876",9943
"2237","07878",627
"2238","07880",221
"2239","07881",6
"2240","07882",14417
"2241","07885",10094
"2242","07901",23567
"2243","07920",27037
"2244","07921",7474
"2245","07922",12314
"2246","07924",7544
"2247","07926",9
"2248","07927",3814
"2249","07928",18827
"2250","07930",8033
"2251","07931",3203
"2252","07932",9902
"2253","07933",2981
"2254","07934",1495
"2255","07935",374
"2256","07936",11072
"2257","07939",258
"2258","07940",17523
"2259","07945",9020
"2260","07946",3215
"2261","07950",19550
"2262","07960",44834
"2263","07961",0
"2264","07970",169
"2265","07974",12391
"2266","07976",734
"2267","07977",731
"2268","07979",481
"2269","07980",2394
"2270","07981",9051
"2271","08001",886
"2272","08002",22964
"2273","08003",30194
"2274","08004",12169
"2275","08005",24385
"2276","08006",322
"2277","08007",4899
"2278","08008",6988
"2279","08009",12847
"2280","08010",10983
"2281","08011",0
"2282","08012",38504
"2283","08014",481
"2284","08015",19622
"2285","08016",33259
"2286","08019",1119
"2287","08020",2709
"2288","08021",44369
"2289","08022",9004
"2290","08023",285
"2291","08026",2163
"2292","08027",4831
"2293","08028",21018
"2294","08029",4871
"2295","08030",13252
"2296","08031",11398
